"","Method","PercentSampled","EquivalentPerGenRate","R_Squared"
"421","Clock Rate",0.2,3,0.960854987516671
"422","Generation",0.2,0.5,0.766655040135516
"423","Clock Rate",0.2,0.1,0.202311638885568
"424","Clock Rate",0.2,0.2,0.435126292167821
"425","Clock Rate",0.2,0.5,0.827250162107184
"426","Clock Rate",0.2,1,0.88807313899033
"427","Clock Rate",0.2,2,0.953903721531978
"428","Clock Rate",0.2,0.05,0.327326945518796
"429","Clock Rate",0.2,0.15,0.749862131912468
"430","Clock Rate",0.2,0.25,0.777137058767411
"431","Clock Rate",0.2,0.75,0.734203824931479
"432","Clock Rate",0.2,1.5,0.940784913877296
"433","Clock Rate",0.2,3,0.960854987516671
"434","Generation",0.2,1,0.704849421747251
"435","Clock Rate",0.2,0.1,0.202311638885568
"436","Clock Rate",0.2,0.2,0.435126292167821
"437","Clock Rate",0.2,0.5,0.827250162107184
"438","Clock Rate",0.2,1,0.88807313899033
"439","Clock Rate",0.2,2,0.953903721531978
"440","Clock Rate",0.2,0.05,0.327326945518796
"441","Clock Rate",0.2,0.15,0.749862131912468
"442","Clock Rate",0.2,0.25,0.777137058767411
"443","Clock Rate",0.2,0.75,0.734203824931479
"444","Clock Rate",0.2,1.5,0.940784913877296
"445","Clock Rate",0.2,3,0.960854987516671
"446","Generation",0.2,2,0.452369403334784
"447","Clock Rate",0.2,0.1,0.202311638885568
"448","Clock Rate",0.2,0.2,0.435126292167821
"449","Clock Rate",0.2,0.5,0.827250162107184
"450","Clock Rate",0.2,1,0.88807313899033
"451","Clock Rate",0.2,2,0.953903721531978
"452","Clock Rate",0.2,0.05,0.327326945518796
"453","Clock Rate",0.2,0.15,0.749862131912468
"454","Clock Rate",0.2,0.25,0.777137058767411
"455","Clock Rate",0.2,0.75,0.734203824931479
"456","Clock Rate",0.2,1.5,0.940784913877296
"457","Clock Rate",0.2,3,0.960854987516671
"458","Generation",0.2,0.05,0.122361413815219
"459","Clock Rate",0.2,0.1,0.202311638885568
"460","Clock Rate",0.2,0.2,0.435126292167821
"461","Clock Rate",0.2,0.5,0.827250162107184
"462","Clock Rate",0.2,1,0.88807313899033
"463","Clock Rate",0.2,2,0.953903721531978
"464","Clock Rate",0.2,0.05,0.327326945518796
"465","Clock Rate",0.2,0.15,0.749862131912468
"466","Clock Rate",0.2,0.25,0.777137058767411
"467","Clock Rate",0.2,0.75,0.734203824931479
"468","Clock Rate",0.2,1.5,0.940784913877296
"469","Clock Rate",0.2,3,0.960854987516671
"470","Generation",0.2,0.15,0.300762499700754
"471","Clock Rate",0.2,0.1,0.202311638885568
"472","Clock Rate",0.2,0.2,0.435126292167821
"473","Clock Rate",0.2,0.5,0.827250162107184
"474","Clock Rate",0.2,1,0.88807313899033
"475","Clock Rate",0.2,2,0.953903721531978
"476","Clock Rate",0.2,0.05,0.327326945518796
"477","Clock Rate",0.2,0.15,0.749862131912468
"478","Clock Rate",0.2,0.25,0.777137058767411
"479","Clock Rate",0.2,0.75,0.734203824931479
"480","Clock Rate",0.2,1.5,0.940784913877296
"481","Clock Rate",0.2,3,0.960854987516671
"482","Generation",0.2,0.25,0.658730230498538
"483","Clock Rate",0.2,0.1,0.202311638885568
"484","Clock Rate",0.2,0.2,0.435126292167821
"485","Clock Rate",0.2,0.5,0.827250162107184
"486","Clock Rate",0.2,1,0.88807313899033
"487","Clock Rate",0.2,2,0.953903721531978
"488","Clock Rate",0.2,0.05,0.327326945518796
"489","Clock Rate",0.2,0.15,0.749862131912468
"490","Clock Rate",0.2,0.25,0.777137058767411
"491","Clock Rate",0.2,0.75,0.734203824931479
"492","Clock Rate",0.2,1.5,0.940784913877296
"493","Clock Rate",0.2,3,0.960854987516671
"494","Generation",0.2,0.75,0.795371506403801
"495","Clock Rate",0.2,0.1,0.202311638885568
"496","Clock Rate",0.2,0.2,0.435126292167821
"497","Clock Rate",0.2,0.5,0.827250162107184
"498","Clock Rate",0.2,1,0.88807313899033
"499","Clock Rate",0.2,2,0.953903721531978
"500","Clock Rate",0.2,0.05,0.327326945518796
"501","Clock Rate",0.2,0.15,0.749862131912468
"502","Clock Rate",0.2,0.25,0.777137058767411
"503","Clock Rate",0.2,0.75,0.734203824931479
"504","Clock Rate",0.2,1.5,0.940784913877296
"505","Clock Rate",0.2,3,0.960854987516671
"506","Generation",0.2,1.5,0.856881141449621
"507","Clock Rate",0.2,0.1,0.202311638885568
"508","Clock Rate",0.2,0.2,0.435126292167821
"509","Clock Rate",0.2,0.5,0.827250162107184
"510","Clock Rate",0.2,1,0.88807313899033
"511","Clock Rate",0.2,2,0.953903721531978
"512","Clock Rate",0.2,0.05,0.327326945518796
"513","Clock Rate",0.2,0.15,0.749862131912468
"514","Clock Rate",0.2,0.25,0.777137058767411
"515","Clock Rate",0.2,0.75,0.734203824931479
"516","Clock Rate",0.2,1.5,0.940784913877296
"517","Clock Rate",0.2,3,0.960854987516671
"518","Generation",0.2,3,0.819921715132157
"519","Clock Rate",0.2,0.1,0.202311638885568
"520","Clock Rate",0.2,0.2,0.435126292167821
"521","Clock Rate",0.2,0.5,0.827250162107184
"522","Clock Rate",0.2,1,0.88807313899033
"523","Clock Rate",0.2,2,0.953903721531978
"524","Clock Rate",0.2,0.05,0.327326945518796
"525","Clock Rate",0.2,0.15,0.749862131912468
"526","Clock Rate",0.2,0.25,0.777137058767411
"527","Clock Rate",0.2,0.75,0.734203824931479
"528","Clock Rate",0.2,1.5,0.940784913877296
"529","Clock Rate",0.2,3,0.960854987516671
"530","Generation",0.01,0.1,0.453905515219987
"531","Clock Rate",0.01,0.1,0.56321242136748
"532","Clock Rate",0.01,0.2,0.811564869143922
"533","Clock Rate",0.01,0.5,0.494863957132017
"534","Clock Rate",0.01,1,0.890976316325998
"535","Clock Rate",0.01,2,0.984938416706908
"536","Clock Rate",0.01,0.05,0.513375442037102
"537","Clock Rate",0.01,0.15,0.319106079860365
"538","Clock Rate",0.01,0.25,0.906004815319271
"539","Clock Rate",0.01,0.75,0.993203794984663
"540","Clock Rate",0.01,1.5,0.917588148400402
"541","Clock Rate",0.01,3,0.989433795699507
"542","Generation",0.01,0.2,0.186886792280654
"543","Clock Rate",0.01,0.1,0.56321242136748
"544","Clock Rate",0.01,0.2,0.811564869143922
"545","Clock Rate",0.01,0.5,0.494863957132017
"546","Clock Rate",0.01,1,0.890976316325998
"547","Clock Rate",0.01,2,0.984938416706908
"548","Clock Rate",0.01,0.05,0.513375442037102
"549","Clock Rate",0.01,0.15,0.319106079860365
"550","Clock Rate",0.01,0.25,0.906004815319271
"551","Clock Rate",0.01,0.75,0.993203794984663
"552","Clock Rate",0.01,1.5,0.917588148400402
"553","Clock Rate",0.01,3,0.989433795699507
"554","Generation",0.01,0.5,0.806170273472638
"555","Clock Rate",0.01,0.1,0.56321242136748
"556","Clock Rate",0.01,0.2,0.811564869143922
"557","Clock Rate",0.01,0.5,0.494863957132017
"558","Clock Rate",0.01,1,0.890976316325998
"559","Clock Rate",0.01,2,0.984938416706908
"560","Clock Rate",0.01,0.05,0.513375442037102
"561","Clock Rate",0.01,0.15,0.319106079860365
"562","Clock Rate",0.01,0.25,0.906004815319271
"563","Clock Rate",0.01,0.75,0.993203794984663
"564","Clock Rate",0.01,1.5,0.917588148400402
"565","Clock Rate",0.01,3,0.989433795699507
"566","Generation",0.01,1,0.854829067038026
"567","Clock Rate",0.01,0.1,0.56321242136748
"568","Clock Rate",0.01,0.2,0.811564869143922
"569","Clock Rate",0.01,0.5,0.494863957132017
"570","Clock Rate",0.01,1,0.890976316325998
"571","Clock Rate",0.01,2,0.984938416706908
"572","Clock Rate",0.01,0.05,0.513375442037102
"573","Clock Rate",0.01,0.15,0.319106079860365
"574","Clock Rate",0.01,0.25,0.906004815319271
"575","Clock Rate",0.01,0.75,0.993203794984663
"576","Clock Rate",0.01,1.5,0.917588148400402
"577","Clock Rate",0.01,3,0.989433795699507
"578","Generation",0.01,2,0.48033072687004
"579","Clock Rate",0.01,0.1,0.56321242136748
"580","Clock Rate",0.01,0.2,0.811564869143922
"581","Clock Rate",0.01,0.5,0.494863957132017
"582","Clock Rate",0.01,1,0.890976316325998
"583","Clock Rate",0.01,2,0.984938416706908
"584","Clock Rate",0.01,0.05,0.513375442037102
"585","Clock Rate",0.01,0.15,0.319106079860365
"586","Clock Rate",0.01,0.25,0.906004815319271
"587","Clock Rate",0.01,0.75,0.993203794984663
"588","Clock Rate",0.01,1.5,0.917588148400402
"589","Clock Rate",0.01,3,0.989433795699507
"590","Generation",0.01,0.05,0.048960319807948
"591","Clock Rate",0.01,0.1,0.56321242136748
"592","Clock Rate",0.01,0.2,0.811564869143922
"593","Clock Rate",0.01,0.5,0.494863957132017
"594","Clock Rate",0.01,1,0.890976316325998
"595","Clock Rate",0.01,2,0.984938416706908
"596","Clock Rate",0.01,0.05,0.513375442037102
"597","Clock Rate",0.01,0.15,0.319106079860365
"598","Clock Rate",0.01,0.25,0.906004815319271
"599","Clock Rate",0.01,0.75,0.993203794984663
"600","Clock Rate",0.01,1.5,0.917588148400402
"601","Clock Rate",0.01,3,0.989433795699507
"602","Generation",0.01,0.15,0.584914715882698
"603","Clock Rate",0.01,0.1,0.56321242136748
"604","Clock Rate",0.01,0.2,0.811564869143922
"605","Clock Rate",0.01,0.5,0.494863957132017
"606","Clock Rate",0.01,1,0.890976316325998
"607","Clock Rate",0.01,2,0.984938416706908
"608","Clock Rate",0.01,0.05,0.513375442037102
"609","Clock Rate",0.01,0.15,0.319106079860365
"610","Clock Rate",0.01,0.25,0.906004815319271
"611","Clock Rate",0.01,0.75,0.993203794984663
"612","Clock Rate",0.01,1.5,0.917588148400402
"613","Clock Rate",0.01,3,0.989433795699507
"614","Generation",0.01,0.25,0.00690764212967803
"615","Clock Rate",0.01,0.1,0.56321242136748
"616","Clock Rate",0.01,0.2,0.811564869143922
"617","Clock Rate",0.01,0.5,0.494863957132017
"618","Clock Rate",0.01,1,0.890976316325998
"619","Clock Rate",0.01,2,0.984938416706908
"620","Clock Rate",0.01,0.05,0.513375442037102
"621","Clock Rate",0.01,0.15,0.319106079860365
"622","Clock Rate",0.01,0.25,0.906004815319271
"623","Clock Rate",0.01,0.75,0.993203794984663
"624","Clock Rate",0.01,1.5,0.917588148400402
"625","Clock Rate",0.01,3,0.989433795699507
"626","Generation",0.01,0.75,0.848859191276039
"627","Clock Rate",0.01,0.1,0.56321242136748
"628","Clock Rate",0.01,0.2,0.811564869143922
"629","Clock Rate",0.01,0.5,0.494863957132017
"630","Clock Rate",0.01,1,0.890976316325998
"631","Clock Rate",0.01,2,0.984938416706908
"632","Clock Rate",0.01,0.05,0.513375442037102
"633","Clock Rate",0.01,0.15,0.319106079860365
"634","Clock Rate",0.01,0.25,0.906004815319271
"635","Clock Rate",0.01,0.75,0.993203794984663
"636","Clock Rate",0.01,1.5,0.917588148400402
"637","Clock Rate",0.01,3,0.989433795699507
"638","Generation",0.01,1.5,0.846859658852703
"639","Clock Rate",0.01,0.1,0.56321242136748
"640","Clock Rate",0.01,0.2,0.811564869143922
"641","Clock Rate",0.01,0.5,0.494863957132017
"642","Clock Rate",0.01,1,0.890976316325998
"643","Clock Rate",0.01,2,0.984938416706908
"644","Clock Rate",0.01,0.05,0.513375442037102
"645","Clock Rate",0.01,0.15,0.319106079860365
"646","Clock Rate",0.01,0.25,0.906004815319271
"647","Clock Rate",0.01,0.75,0.993203794984663
"648","Clock Rate",0.01,1.5,0.917588148400402
"649","Clock Rate",0.01,3,0.989433795699507
"650","Generation",0.01,3,0.92962000089452
"651","Clock Rate",0.01,0.1,0.56321242136748
"652","Clock Rate",0.01,0.2,0.811564869143922
"653","Clock Rate",0.01,0.5,0.494863957132017
"654","Clock Rate",0.01,1,0.890976316325998
"655","Clock Rate",0.01,2,0.984938416706908
"656","Clock Rate",0.01,0.05,0.513375442037102
"657","Clock Rate",0.01,0.15,0.319106079860365
"658","Clock Rate",0.01,0.25,0.906004815319271
"659","Clock Rate",0.01,0.75,0.993203794984663
"660","Clock Rate",0.01,1.5,0.917588148400402
"661","Clock Rate",0.01,3,0.989433795699507
"662","Generation",0.05,0.1,0.298333176197516
"663","Clock Rate",0.05,0.1,0.580993509830451
"664","Clock Rate",0.05,0.2,0.665763005225702
"665","Clock Rate",0.05,0.5,0.940100153020691
"666","Clock Rate",0.05,1,0.938042098901354
"667","Clock Rate",0.05,2,0.961270351720787
"668","Clock Rate",0.05,0.05,0.338758724123737
"669","Clock Rate",0.05,0.15,0.0760114608146833
"670","Clock Rate",0.05,0.25,0.907573013978915
"671","Clock Rate",0.05,0.75,0.923664153312004
"672","Clock Rate",0.05,1.5,0.977036122358694
"673","Clock Rate",0.05,3,0.988549377120136
"674","Generation",0.05,0.2,0.611218948748779
"675","Clock Rate",0.05,0.1,0.580993509830451
"676","Clock Rate",0.05,0.2,0.665763005225702
"677","Clock Rate",0.05,0.5,0.940100153020691
"678","Clock Rate",0.05,1,0.938042098901354
"679","Clock Rate",0.05,2,0.961270351720787
"680","Clock Rate",0.05,0.05,0.338758724123737
"681","Clock Rate",0.05,0.15,0.0760114608146833
"682","Clock Rate",0.05,0.25,0.907573013978915
"683","Clock Rate",0.05,0.75,0.923664153312004
"684","Clock Rate",0.05,1.5,0.977036122358694
"685","Clock Rate",0.05,3,0.988549377120136
"686","Generation",0.05,0.5,0.481897676188412
"687","Clock Rate",0.05,0.1,0.580993509830451
"688","Clock Rate",0.05,0.2,0.665763005225702
"689","Clock Rate",0.05,0.5,0.940100153020691
"690","Clock Rate",0.05,1,0.938042098901354
"691","Clock Rate",0.05,2,0.961270351720787
"692","Clock Rate",0.05,0.05,0.338758724123737
"693","Clock Rate",0.05,0.15,0.0760114608146833
"694","Clock Rate",0.05,0.25,0.907573013978915
"695","Clock Rate",0.05,0.75,0.923664153312004
"696","Clock Rate",0.05,1.5,0.977036122358694
"697","Clock Rate",0.05,3,0.988549377120136
"698","Generation",0.05,1,0.735632172455441
"699","Clock Rate",0.05,0.1,0.580993509830451
"700","Clock Rate",0.05,0.2,0.665763005225702
"701","Clock Rate",0.05,0.5,0.940100153020691
"702","Clock Rate",0.05,1,0.938042098901354
"703","Clock Rate",0.05,2,0.961270351720787
"704","Clock Rate",0.05,0.05,0.338758724123737
"705","Clock Rate",0.05,0.15,0.0760114608146833
"706","Clock Rate",0.05,0.25,0.907573013978915
"707","Clock Rate",0.05,0.75,0.923664153312004
"708","Clock Rate",0.05,1.5,0.977036122358694
"709","Clock Rate",0.05,3,0.988549377120136
"710","Generation",0.05,2,0.849755268221814
"711","Clock Rate",0.05,0.1,0.580993509830451
"712","Clock Rate",0.05,0.2,0.665763005225702
"713","Clock Rate",0.05,0.5,0.940100153020691
"714","Clock Rate",0.05,1,0.938042098901354
"715","Clock Rate",0.05,2,0.961270351720787
"716","Clock Rate",0.05,0.05,0.338758724123737
"717","Clock Rate",0.05,0.15,0.0760114608146833
"718","Clock Rate",0.05,0.25,0.907573013978915
"719","Clock Rate",0.05,0.75,0.923664153312004
"720","Clock Rate",0.05,1.5,0.977036122358694
"721","Clock Rate",0.05,3,0.988549377120136
"722","Generation",0.05,0.05,0.457472494721987
"723","Clock Rate",0.05,0.1,0.580993509830451
"724","Clock Rate",0.05,0.2,0.665763005225702
"725","Clock Rate",0.05,0.5,0.940100153020691
"726","Clock Rate",0.05,1,0.938042098901354
"727","Clock Rate",0.05,2,0.961270351720787
"728","Clock Rate",0.05,0.05,0.338758724123737
"729","Clock Rate",0.05,0.15,0.0760114608146833
"730","Clock Rate",0.05,0.25,0.907573013978915
"731","Clock Rate",0.05,0.75,0.923664153312004
"732","Clock Rate",0.05,1.5,0.977036122358694
"733","Clock Rate",0.05,3,0.988549377120136
"734","Generation",0.05,0.15,0.522670061695218
"735","Clock Rate",0.05,0.1,0.580993509830451
"736","Clock Rate",0.05,0.2,0.665763005225702
"737","Clock Rate",0.05,0.5,0.940100153020691
"738","Clock Rate",0.05,1,0.938042098901354
"739","Clock Rate",0.05,2,0.961270351720787
"740","Clock Rate",0.05,0.05,0.338758724123737
"741","Clock Rate",0.05,0.15,0.0760114608146833
"742","Clock Rate",0.05,0.25,0.907573013978915
"743","Clock Rate",0.05,0.75,0.923664153312004
"744","Clock Rate",0.05,1.5,0.977036122358694
"745","Clock Rate",0.05,3,0.988549377120136
"746","Generation",0.05,0.25,0.525040359358062
"747","Clock Rate",0.05,0.1,0.580993509830451
"748","Clock Rate",0.05,0.2,0.665763005225702
"749","Clock Rate",0.05,0.5,0.940100153020691
"750","Clock Rate",0.05,1,0.938042098901354
"751","Clock Rate",0.05,2,0.961270351720787
"752","Clock Rate",0.05,0.05,0.338758724123737
"753","Clock Rate",0.05,0.15,0.0760114608146833
"754","Clock Rate",0.05,0.25,0.907573013978915
"755","Clock Rate",0.05,0.75,0.923664153312004
"756","Clock Rate",0.05,1.5,0.977036122358694
"757","Clock Rate",0.05,3,0.988549377120136
"758","Generation",0.05,0.75,0.78472601349621
"759","Clock Rate",0.05,0.1,0.580993509830451
"760","Clock Rate",0.05,0.2,0.665763005225702
"761","Clock Rate",0.05,0.5,0.940100153020691
"762","Clock Rate",0.05,1,0.938042098901354
"763","Clock Rate",0.05,2,0.961270351720787
"764","Clock Rate",0.05,0.05,0.338758724123737
"765","Clock Rate",0.05,0.15,0.0760114608146833
"766","Clock Rate",0.05,0.25,0.907573013978915
"767","Clock Rate",0.05,0.75,0.923664153312004
"768","Clock Rate",0.05,1.5,0.977036122358694
"769","Clock Rate",0.05,3,0.988549377120136
"770","Generation",0.05,1.5,0.816308239793029
"771","Clock Rate",0.05,0.1,0.580993509830451
"772","Clock Rate",0.05,0.2,0.665763005225702
"773","Clock Rate",0.05,0.5,0.940100153020691
"774","Clock Rate",0.05,1,0.938042098901354
"775","Clock Rate",0.05,2,0.961270351720787
"776","Clock Rate",0.05,0.05,0.338758724123737
"777","Clock Rate",0.05,0.15,0.0760114608146833
"778","Clock Rate",0.05,0.25,0.907573013978915
"779","Clock Rate",0.05,0.75,0.923664153312004
"780","Clock Rate",0.05,1.5,0.977036122358694
"781","Clock Rate",0.05,3,0.988549377120136
"782","Generation",0.05,3,0.897746441492165
"783","Clock Rate",0.05,0.1,0.580993509830451
"784","Clock Rate",0.05,0.2,0.665763005225702
"785","Clock Rate",0.05,0.5,0.940100153020691
"786","Clock Rate",0.05,1,0.938042098901354
"787","Clock Rate",0.05,2,0.961270351720787
"788","Clock Rate",0.05,0.05,0.338758724123737
"789","Clock Rate",0.05,0.15,0.0760114608146833
"790","Clock Rate",0.05,0.25,0.907573013978915
"791","Clock Rate",0.05,0.75,0.923664153312004
"792","Clock Rate",0.05,1.5,0.977036122358694
"793","Clock Rate",0.05,3,0.988549377120136
"794","Generation",0.1,0.1,0.365251727806209
"795","Clock Rate",0.1,0.1,0.721297388786082
"796","Clock Rate",0.1,0.2,0.802173939619633
"797","Clock Rate",0.1,0.5,0.907004182155635
"798","Clock Rate",0.1,1,0.89445179575705
"799","Clock Rate",0.1,2,0.965770574399482
"800","Clock Rate",0.1,0.05,0.398834323684136
"801","Clock Rate",0.1,0.15,0.251930594607972
"802","Clock Rate",0.1,0.25,0.876661664285097
"803","Clock Rate",0.1,0.75,0.934604252315594
"804","Clock Rate",0.1,1.5,0.970261387209313
"805","Clock Rate",0.1,3,0.981819183119067
"806","Generation",0.1,0.2,0.656084801912203
"807","Clock Rate",0.1,0.1,0.721297388786082
"808","Clock Rate",0.1,0.2,0.802173939619633
"809","Clock Rate",0.1,0.5,0.907004182155635
"810","Clock Rate",0.1,1,0.89445179575705
"811","Clock Rate",0.1,2,0.965770574399482
"812","Clock Rate",0.1,0.05,0.398834323684136
"813","Clock Rate",0.1,0.15,0.251930594607972
"814","Clock Rate",0.1,0.25,0.876661664285097
"815","Clock Rate",0.1,0.75,0.934604252315594
"816","Clock Rate",0.1,1.5,0.970261387209313
"817","Clock Rate",0.1,3,0.981819183119067
"818","Generation",0.1,0.5,0.61183644285244
"819","Clock Rate",0.1,0.1,0.721297388786082
"820","Clock Rate",0.1,0.2,0.802173939619633
"821","Clock Rate",0.1,0.5,0.907004182155635
"822","Clock Rate",0.1,1,0.89445179575705
"823","Clock Rate",0.1,2,0.965770574399482
"824","Clock Rate",0.1,0.05,0.398834323684136
"825","Clock Rate",0.1,0.15,0.251930594607972
"826","Clock Rate",0.1,0.25,0.876661664285097
"827","Clock Rate",0.1,0.75,0.934604252315594
"828","Clock Rate",0.1,1.5,0.970261387209313
"829","Clock Rate",0.1,3,0.981819183119067
"830","Generation",0.1,1,0.838521612705955
"831","Clock Rate",0.1,0.1,0.721297388786082
"832","Clock Rate",0.1,0.2,0.802173939619633
"833","Clock Rate",0.1,0.5,0.907004182155635
"834","Clock Rate",0.1,1,0.89445179575705
"835","Clock Rate",0.1,2,0.965770574399482
"836","Clock Rate",0.1,0.05,0.398834323684136
"837","Clock Rate",0.1,0.15,0.251930594607972
"838","Clock Rate",0.1,0.25,0.876661664285097
"839","Clock Rate",0.1,0.75,0.934604252315594
"840","Clock Rate",0.1,1.5,0.970261387209313
"841","Clock Rate",0.1,3,0.981819183119067
"842","Generation",0.1,2,0.947880111906144
"843","Clock Rate",0.1,0.1,0.721297388786082
"844","Clock Rate",0.1,0.2,0.802173939619633
"845","Clock Rate",0.1,0.5,0.907004182155635
"846","Clock Rate",0.1,1,0.89445179575705
"847","Clock Rate",0.1,2,0.965770574399482
"848","Clock Rate",0.1,0.05,0.398834323684136
"849","Clock Rate",0.1,0.15,0.251930594607972
"850","Clock Rate",0.1,0.25,0.876661664285097
"851","Clock Rate",0.1,0.75,0.934604252315594
"852","Clock Rate",0.1,1.5,0.970261387209313
"853","Clock Rate",0.1,3,0.981819183119067
"854","Generation",0.1,0.05,0.306897784669195
"855","Clock Rate",0.1,0.1,0.721297388786082
"856","Clock Rate",0.1,0.2,0.802173939619633
"857","Clock Rate",0.1,0.5,0.907004182155635
"858","Clock Rate",0.1,1,0.89445179575705
"859","Clock Rate",0.1,2,0.965770574399482
"860","Clock Rate",0.1,0.05,0.398834323684136
"861","Clock Rate",0.1,0.15,0.251930594607972
"862","Clock Rate",0.1,0.25,0.876661664285097
"863","Clock Rate",0.1,0.75,0.934604252315594
"864","Clock Rate",0.1,1.5,0.970261387209313
"865","Clock Rate",0.1,3,0.981819183119067
"866","Generation",0.1,0.15,0.614878263124276
"867","Clock Rate",0.1,0.1,0.721297388786082
"868","Clock Rate",0.1,0.2,0.802173939619633
"869","Clock Rate",0.1,0.5,0.907004182155635
"870","Clock Rate",0.1,1,0.89445179575705
"871","Clock Rate",0.1,2,0.965770574399482
"872","Clock Rate",0.1,0.05,0.398834323684136
"873","Clock Rate",0.1,0.15,0.251930594607972
"874","Clock Rate",0.1,0.25,0.876661664285097
"875","Clock Rate",0.1,0.75,0.934604252315594
"876","Clock Rate",0.1,1.5,0.970261387209313
"877","Clock Rate",0.1,3,0.981819183119067
"878","Generation",0.1,0.25,0.681619655613936
"879","Clock Rate",0.1,0.1,0.721297388786082
"880","Clock Rate",0.1,0.2,0.802173939619633
"881","Clock Rate",0.1,0.5,0.907004182155635
"882","Clock Rate",0.1,1,0.89445179575705
"883","Clock Rate",0.1,2,0.965770574399482
"884","Clock Rate",0.1,0.05,0.398834323684136
"885","Clock Rate",0.1,0.15,0.251930594607972
"886","Clock Rate",0.1,0.25,0.876661664285097
"887","Clock Rate",0.1,0.75,0.934604252315594
"888","Clock Rate",0.1,1.5,0.970261387209313
"889","Clock Rate",0.1,3,0.981819183119067
"890","Generation",0.1,0.75,0.834864375716215
"891","Clock Rate",0.1,0.1,0.721297388786082
"892","Clock Rate",0.1,0.2,0.802173939619633
"893","Clock Rate",0.1,0.5,0.907004182155635
"894","Clock Rate",0.1,1,0.89445179575705
"895","Clock Rate",0.1,2,0.965770574399482
"896","Clock Rate",0.1,0.05,0.398834323684136
"897","Clock Rate",0.1,0.15,0.251930594607972
"898","Clock Rate",0.1,0.25,0.876661664285097
"899","Clock Rate",0.1,0.75,0.934604252315594
"900","Clock Rate",0.1,1.5,0.970261387209313
"901","Clock Rate",0.1,3,0.981819183119067
"902","Generation",0.1,1.5,0.757647157132067
"903","Clock Rate",0.1,0.1,0.721297388786082
"904","Clock Rate",0.1,0.2,0.802173939619633
"905","Clock Rate",0.1,0.5,0.907004182155635
"906","Clock Rate",0.1,1,0.89445179575705
"907","Clock Rate",0.1,2,0.965770574399482
"908","Clock Rate",0.1,0.05,0.398834323684136
"909","Clock Rate",0.1,0.15,0.251930594607972
"910","Clock Rate",0.1,0.25,0.876661664285097
"911","Clock Rate",0.1,0.75,0.934604252315594
"912","Clock Rate",0.1,1.5,0.970261387209313
"913","Clock Rate",0.1,3,0.981819183119067
"914","Generation",0.1,3,0.938540640750806
"915","Clock Rate",0.1,0.1,0.721297388786082
"916","Clock Rate",0.1,0.2,0.802173939619633
"917","Clock Rate",0.1,0.5,0.907004182155635
"918","Clock Rate",0.1,1,0.89445179575705
"919","Clock Rate",0.1,2,0.965770574399482
"920","Clock Rate",0.1,0.05,0.398834323684136
"921","Clock Rate",0.1,0.15,0.251930594607972
"922","Clock Rate",0.1,0.25,0.876661664285097
"923","Clock Rate",0.1,0.75,0.934604252315594
"924","Clock Rate",0.1,1.5,0.970261387209313
"925","Clock Rate",0.1,3,0.981819183119067
"926","Generation",0.2,0.1,0.433224247986257
"927","Clock Rate",0.2,0.1,0.677696222390655
"928","Clock Rate",0.2,0.2,0.77127304030237
"929","Clock Rate",0.2,0.5,0.907382456659315
"930","Clock Rate",0.2,1,0.883025870300917
"931","Clock Rate",0.2,2,0.965352642510886
"932","Clock Rate",0.2,0.05,0.261424795936417
"933","Clock Rate",0.2,0.15,0.0685455727344192
"934","Clock Rate",0.2,0.25,0.896114479198352
"935","Clock Rate",0.2,0.75,0.932755917369799
"936","Clock Rate",0.2,1.5,0.973542007947298
"937","Clock Rate",0.2,3,0.980589252346472
"938","Generation",0.2,0.2,0.697944546530737
"939","Clock Rate",0.2,0.1,0.677696222390655
"940","Clock Rate",0.2,0.2,0.77127304030237
"941","Clock Rate",0.2,0.5,0.907382456659315
"942","Clock Rate",0.2,1,0.883025870300917
"943","Clock Rate",0.2,2,0.965352642510886
"944","Clock Rate",0.2,0.05,0.261424795936417
"945","Clock Rate",0.2,0.15,0.0685455727344192
"946","Clock Rate",0.2,0.25,0.896114479198352
"947","Clock Rate",0.2,0.75,0.932755917369799
"948","Clock Rate",0.2,1.5,0.973542007947298
"949","Clock Rate",0.2,3,0.980589252346472
"950","Generation",0.2,0.5,0.576358781251761
"951","Clock Rate",0.2,0.1,0.677696222390655
"952","Clock Rate",0.2,0.2,0.77127304030237
"953","Clock Rate",0.2,0.5,0.907382456659315
"954","Clock Rate",0.2,1,0.883025870300917
"955","Clock Rate",0.2,2,0.965352642510886
"956","Clock Rate",0.2,0.05,0.261424795936417
"957","Clock Rate",0.2,0.15,0.0685455727344192
"958","Clock Rate",0.2,0.25,0.896114479198352
"959","Clock Rate",0.2,0.75,0.932755917369799
"960","Clock Rate",0.2,1.5,0.973542007947298
"961","Clock Rate",0.2,3,0.980589252346472
"962","Generation",0.2,1,0.834120627850203
"963","Clock Rate",0.2,0.1,0.677696222390655
"964","Clock Rate",0.2,0.2,0.77127304030237
"965","Clock Rate",0.2,0.5,0.907382456659315
"966","Clock Rate",0.2,1,0.883025870300917
"967","Clock Rate",0.2,2,0.965352642510886
"968","Clock Rate",0.2,0.05,0.261424795936417
"969","Clock Rate",0.2,0.15,0.0685455727344192
"970","Clock Rate",0.2,0.25,0.896114479198352
"971","Clock Rate",0.2,0.75,0.932755917369799
"972","Clock Rate",0.2,1.5,0.973542007947298
"973","Clock Rate",0.2,3,0.980589252346472
